date,channel,dma_code,daily_spend_usd,platform_reported_conversions
2026-02-03,tiktok_ads,DMA_123_PITTSBURGH,175.51,13
2026-02-03,meta_paid_social,DMA_124_PORTLAND,80.21,4
2026-02-03,google_paid_search,DMA_124_PORTLAND,105.55,5
2026-02-03,tiktok_ads,DMA_124_PORTLAND,238.68,17
2026-02-03,meta_paid_social,DMA_125_LAS_VEGAS,238.36,18
2026-02-03,google_paid_search,DMA_125_LAS_VEGAS,101.09,7
2026-02-03,tiktok_ads,DMA_125_LAS_VEGAS,106.11,7
2026-02-03,meta_paid_social,DMA_126_ST_LOUIS,293.75,15
2026-02-03,google_paid_search,DMA_126_ST_LOUIS,205.22,15
2026-02-03,tiktok_ads,DMA_126_ST_LOUIS,219.12,11
2026-02-03,meta_paid_social,DMA_127_CHARLOTTE,247.91,13
2026-02-03,google_paid_search,DMA_127_CHARLOTTE,92.91,6
2026-02-03,tiktok_ads,DMA_127_CHARLOTTE,185.09,13
2026-02-03,meta_paid_social,DMA_128_NASHVILLE,245.02,19
2026-02-03,google_paid_search,DMA_128_NASHVILLE,180.72,10
2026-02-03,tiktok_ads,DMA_128_NASHVILLE,298.95,25
2026-02-03,meta_paid_social,DMA_129_SALT_LAKE_CITY,139.98,6
2026-02-03,google_paid_search,DMA_129_SALT_LAKE_CITY,112.53,8
2026-02-03,tiktok_ads,DMA_129_SALT_LAKE_CITY,55.66,2
2026-02-03,meta_paid_social,DMA_130_COLUMBUS,108.93,6
2026-02-03,google_paid_search,DMA_130_COLUMBUS,99.14,5
2026-02-03,tiktok_ads,DMA_130_COLUMBUS,55.37,2
2026-02-03,meta_paid_social,DMA_131_INDIANAPOLIS,140.47,8
2026-02-03,google_paid_search,DMA_131_INDIANAPOLIS,270.84,18
2026-02-03,tiktok_ads,DMA_131_INDIANAPOLIS,126.71,7
2026-02-03,meta_paid_social,DMA_132_SAN_ANTONIO,122.35,6
2026-02-03,google_paid_search,DMA_132_SAN_ANTONIO,98.41,6
2026-02-03,tiktok_ads,DMA_132_SAN_ANTONIO,124.53,7
2026-02-03,meta_paid_social,DMA_133_KANSAS_CITY,260.76,19
2026-02-03,google_paid_search,DMA_133_KANSAS_CITY,151.38,9
2026-02-03,tiktok_ads,DMA_133_KANSAS_CITY,208.39,12
2026-02-03,meta_paid_social,DMA_134_CINCINNATI,145.45,8
2026-02-03,google_paid_search,DMA_134_CINCINNATI,167.23,7
2026-02-03,tiktok_ads,DMA_134_CINCINNATI,210.05,12
2026-02-03,meta_paid_social,DMA_135_MILWAUKEE,123.93,9
2026-02-03,google_paid_search,DMA_135_MILWAUKEE,205.76,13
2026-02-03,tiktok_ads,DMA_135_MILWAUKEE,281.41,21
2026-02-03,meta_paid_social,DMA_136_RALEIGH,213.95,16
2026-02-03,google_paid_search,DMA_136_RALEIGH,280.27,17
2026-02-03,tiktok_ads,DMA_136_RALEIGH,176.94,8
2026-02-03,meta_paid_social,DMA_137_OKLAHOMA_CITY,168.07,7
2026-02-03,google_paid_search,DMA_137_OKLAHOMA_CITY,71.78,3
2026-02-03,tiktok_ads,DMA_137_OKLAHOMA_CITY,85.99,5
2026-02-03,meta_paid_social,DMA_138_MEMPHIS,254.22,12
2026-02-03,google_paid_search,DMA_138_MEMPHIS,76.47,5
2026-02-03,tiktok_ads,DMA_138_MEMPHIS,153.43,7
2026-02-03,meta_paid_social,DMA_139_RICHMOND,51.46,2
2026-02-03,google_paid_search,DMA_139_RICHMOND,167.01,8
2026-02-03,tiktok_ads,DMA_139_RICHMOND,122.56,5
2026-02-03,meta_paid_social,DMA_140_LOUISVILLE,79.33,5
2026-02-03,google_paid_search,DMA_140_LOUISVILLE,277.99,21
2026-02-03,tiktok_ads,DMA_140_LOUISVILLE,162.32,12
2026-02-03,meta_paid_social,DMA_141_NEW_ORLEANS,99.1,5
2026-02-03,google_paid_search,DMA_141_NEW_ORLEANS,228.09,16
2026-02-03,tiktok_ads,DMA_141_NEW_ORLEANS,114.23,7
2026-02-03,meta_paid_social,DMA_142_BUFFALO,111.5,6
2026-02-03,google_paid_search,DMA_142_BUFFALO,157.78,12
2026-02-03,tiktok_ads,DMA_142_BUFFALO,285.77,19
2026-02-03,meta_paid_social,DMA_143_HARTFORD,256.13,14
2026-02-03,google_paid_search,DMA_143_HARTFORD,210.54,10
2026-02-03,tiktok_ads,DMA_143_HARTFORD,166.31,11
2026-02-03,meta_paid_social,DMA_144_PROVIDENCE,266.52,19
2026-02-03,google_paid_search,DMA_144_PROVIDENCE,113.38,6
2026-02-03,tiktok_ads,DMA_144_PROVIDENCE,109.4,8
2026-02-03,meta_paid_social,DMA_145_BIRMINGHAM,172.4,11
2026-02-03,google_paid_search,DMA_145_BIRMINGHAM,166.92,13
2026-02-03,tiktok_ads,DMA_145_BIRMINGHAM,261.78,16
2026-02-03,meta_paid_social,DMA_146_ROCHESTER,274.28,17
2026-02-03,google_paid_search,DMA_146_ROCHESTER,64.93,4
2026-02-03,tiktok_ads,DMA_146_ROCHESTER,269.53,16
2026-02-03,meta_paid_social,DMA_147_GREENVILLE,153.25,7
2026-02-03,google_paid_search,DMA_147_GREENVILLE,167.72,12
2026-02-03,tiktok_ads,DMA_147_GREENVILLE,210.86,19
2026-02-03,meta_paid_social,DMA_148_ALBUQUERQUE,193.62,16
2026-02-03,google_paid_search,DMA_148_ALBUQUERQUE,177.53,9
2026-02-03,tiktok_ads,DMA_148_ALBUQUERQUE,115.83,9
2026-02-03,meta_paid_social,DMA_149_TUCSON,73.27,4
2026-02-03,google_paid_search,DMA_149_TUCSON,131.55,6
2026-02-03,tiktok_ads,DMA_149_TUCSON,175.75,10
2026-02-04,meta_paid_social,DMA_100_SAN_FRANCISCO,246.21,21
2026-02-04,google_paid_search,DMA_100_SAN_FRANCISCO,101.23,6
2026-02-04,tiktok_ads,DMA_100_SAN_FRANCISCO,298.47,18
2026-02-04,meta_paid_social,DMA_101_NEW_YORK,297.87,24
2026-02-04,google_paid_search,DMA_101_NEW_YORK,183.09,14
2026-02-04,tiktok_ads,DMA_101_NEW_YORK,118.24,8
2026-02-04,meta_paid_social,DMA_102_CHICAGO,81.99,4
2026-02-04,google_paid_search,DMA_102_CHICAGO,67.92,3
2026-02-04,tiktok_ads,DMA_102_CHICAGO,194.55,9
2026-02-04,meta_paid_social,DMA_103_LOS_ANGELES,225.54,16
2026-02-04,google_paid_search,DMA_103_LOS_ANGELES,168.98,11
2026-02-04,tiktok_ads,DMA_103_LOS_ANGELES,245.72,17
2026-02-04,meta_paid_social,DMA_104_DALLAS,94.69,5
2026-02-04,google_paid_search,DMA_104_DALLAS,72.9,5
2026-02-04,tiktok_ads,DMA_104_DALLAS,173.91,9
2026-02-04,meta_paid_social,DMA_105_SEATTLE,260.81,18
2026-02-04,google_paid_search,DMA_105_SEATTLE,149.87,9
2026-02-04,tiktok_ads,DMA_105_SEATTLE,219.26,17
2026-02-04,meta_paid_social,DMA_106_AUSTIN,207.3,11
2026-02-04,google_paid_search,DMA_106_AUSTIN,75.46,3
2026-02-04,tiktok_ads,DMA_106_AUSTIN,72.61,4
2026-02-04,meta_paid_social,DMA_107_ATLANTA,237.76,19
2026-02-04,google_paid_search,DMA_107_ATLANTA,97.31,6
2026-02-04,tiktok_ads,DMA_107_ATLANTA,256.52,14
2026-02-04,meta_paid_social,DMA_108_BOSTON,185.19,14
2026-02-04,google_paid_search,DMA_108_BOSTON,263.81,17
2026-02-04,tiktok_ads,DMA_108_BOSTON,208.48,15
2026-02-04,meta_paid_social,DMA_109_DENVER,263.87,15
2026-02-04,google_paid_search,DMA_109_DENVER,228.04,17
2026-02-04,tiktok_ads,DMA_109_DENVER,194.04,12
2026-02-04,meta_paid_social,DMA_110_MIAMI,105.46,5
2026-02-04,google_paid_search,DMA_110_MIAMI,98.86,6
2026-02-04,tiktok_ads,DMA_110_MIAMI,217.8,17
2026-02-04,meta_paid_social,DMA_111_PHOENIX,220.78,13
2026-02-04,google_paid_search,DMA_111_PHOENIX,287.46,16
2026-02-04,tiktok_ads,DMA_111_PHOENIX,87.74,4
2026-02-04,meta_paid_social,DMA_112_PHILADELPHIA,119.88,7
2026-02-04,google_paid_search,DMA_112_PHILADELPHIA,166.83,12
2026-02-04,tiktok_ads,DMA_112_PHILADELPHIA,190.9,12
2026-02-04,meta_paid_social,DMA_113_SAN_DIEGO,203.43,14
2026-02-04,google_paid_search,DMA_113_SAN_DIEGO,121.63,7
2026-02-04,tiktok_ads,DMA_113_SAN_DIEGO,247.45,18
2026-02-04,meta_paid_social,DMA_114_SAN_JOSE,104.47,8
2026-02-04,google_paid_search,DMA_114_SAN_JOSE,207.6,16
2026-02-04,tiktok_ads,DMA_114_SAN_JOSE,220.35,15
2026-02-04,meta_paid_social,DMA_115_HOUSTON,236.95,11
2026-02-04,google_paid_search,DMA_115_HOUSTON,210.42,14
2026-02-04,tiktok_ads,DMA_115_HOUSTON,104.25,5
2026-02-04,meta_paid_social,DMA_116_DETROIT,203.94,10
2026-02-04,google_paid_search,DMA_116_DETROIT,247.66,14
2026-02-04,tiktok_ads,DMA_116_DETROIT,178.05,10
2026-02-04,meta_paid_social,DMA_117_MINNEAPOLIS,200.37,10
2026-02-04,google_paid_search,DMA_117_MINNEAPOLIS,197.33,12
2026-02-04,tiktok_ads,DMA_117_MINNEAPOLIS,136.49,6
2026-02-04,meta_paid_social,DMA_118_TAMPA,142.13,11
2026-02-04,google_paid_search,DMA_118_TAMPA,261.25,20
2026-02-04,tiktok_ads,DMA_118_TAMPA,288.46,14
2026-02-04,meta_paid_social,DMA_119_ORLANDO,102.9,5
2026-02-04,google_paid_search,DMA_119_ORLANDO,63.89,2
2026-02-04,tiktok_ads,DMA_119_ORLANDO,80.37,5
2026-02-04,meta_paid_social,DMA_120_BALTIMORE,170.45,10
2026-02-04,google_paid_search,DMA_120_BALTIMORE,150.19,9
2026-02-04,tiktok_ads,DMA_120_BALTIMORE,256.25,20
2026-02-04,meta_paid_social,DMA_121_CLEVELAND,225.47,15
2026-02-04,google_paid_search,DMA_121_CLEVELAND,172.47,11
2026-02-04,tiktok_ads,DMA_121_CLEVELAND,58.4,4
2026-02-04,meta_paid_social,DMA_122_SACRAMENTO,52.11,2
2026-02-04,google_paid_search,DMA_122_SACRAMENTO,288.7,15
2026-02-04,tiktok_ads,DMA_122_SACRAMENTO,160.09,10
2026-02-04,meta_paid_social,DMA_123_PITTSBURGH,94.88,3
2026-02-04,google_paid_search,DMA_123_PITTSBURGH,94.0,6
2026-02-04,tiktok_ads,DMA_123_PITTSBURGH,232.32,12
2026-02-04,meta_paid_social,DMA_124_PORTLAND,163.82,9
2026-02-04,google_paid_search,DMA_124_PORTLAND,284.53,24
2026-02-04,tiktok_ads,DMA_124_PORTLAND,247.97,20
2026-02-04,meta_paid_social,DMA_125_LAS_VEGAS,102.49,7
2026-02-04,google_paid_search,DMA_125_LAS_VEGAS,135.77,9
2026-02-04,tiktok_ads,DMA_125_LAS_VEGAS,289.71,21
2026-02-04,meta_paid_social,DMA_126_ST_LOUIS,85.35,3
2026-02-04,google_paid_search,DMA_126_ST_LOUIS,54.78,3
2026-02-04,tiktok_ads,DMA_126_ST_LOUIS,294.47,23
2026-02-04,meta_paid_social,DMA_127_CHARLOTTE,188.77,10
2026-02-04,google_paid_search,DMA_127_CHARLOTTE,146.82,8
2026-02-04,tiktok_ads,DMA_127_CHARLOTTE,68.76,2
2026-02-04,meta_paid_social,DMA_128_NASHVILLE,99.72,5
2026-02-04,google_paid_search,DMA_128_NASHVILLE,77.14,3
2026-02-04,tiktok_ads,DMA_128_NASHVILLE,224.17,18
2026-02-04,meta_paid_social,DMA_129_SALT_LAKE_CITY,108.58,8
2026-02-04,google_paid_search,DMA_129_SALT_LAKE_CITY,192.06,17
2026-02-04,tiktok_ads,DMA_129_SALT_LAKE_CITY,142.92,7
2026-02-04,meta_paid_social,DMA_130_COLUMBUS,235.73,12
2026-02-04,google_paid_search,DMA_130_COLUMBUS,130.4,8
2026-02-04,tiktok_ads,DMA_130_COLUMBUS,50.84,2
2026-02-04,meta_paid_social,DMA_131_INDIANAPOLIS,267.22,20
2026-02-04,google_paid_search,DMA_131_INDIANAPOLIS,264.22,15
2026-02-04,tiktok_ads,DMA_131_INDIANAPOLIS,199.62,10
2026-02-04,meta_paid_social,DMA_132_SAN_ANTONIO,70.5,4
2026-02-04,google_paid_search,DMA_132_SAN_ANTONIO,53.78,3
2026-02-04,tiktok_ads,DMA_132_SAN_ANTONIO,117.52,6
2026-02-04,meta_paid_social,DMA_133_KANSAS_CITY,211.48,15
2026-02-04,google_paid_search,DMA_133_KANSAS_CITY,207.16,11
2026-02-04,tiktok_ads,DMA_133_KANSAS_CITY,72.08,3
2026-02-04,meta_paid_social,DMA_134_CINCINNATI,234.62,18
2026-02-04,google_paid_search,DMA_134_CINCINNATI,113.15,7
2026-02-04,tiktok_ads,DMA_134_CINCINNATI,295.22,18
2026-02-04,meta_paid_social,DMA_135_MILWAUKEE,124.83,7
2026-02-04,google_paid_search,DMA_135_MILWAUKEE,206.67,11
2026-02-04,tiktok_ads,DMA_135_MILWAUKEE,281.5,21
2026-02-04,meta_paid_social,DMA_136_RALEIGH,210.42,10
2026-02-04,google_paid_search,DMA_136_RALEIGH,205.6,11
2026-02-04,tiktok_ads,DMA_136_RALEIGH,216.58,12
2026-02-04,meta_paid_social,DMA_137_OKLAHOMA_CITY,133.43,9
2026-02-04,google_paid_search,DMA_137_OKLAHOMA_CITY,205.96,12
2026-02-04,tiktok_ads,DMA_137_OKLAHOMA_CITY,128.29,7
2026-02-04,meta_paid_social,DMA_138_MEMPHIS,179.98,11
2026-02-04,google_paid_search,DMA_138_MEMPHIS,114.08,8
2026-02-04,tiktok_ads,DMA_138_MEMPHIS,126.77,7
2026-02-04,meta_paid_social,DMA_139_RICHMOND,148.07,8
2026-02-04,google_paid_search,DMA_139_RICHMOND,153.59,11
2026-02-04,tiktok_ads,DMA_139_RICHMOND,139.37,7
2026-02-04,meta_paid_social,DMA_140_LOUISVILLE,247.2,17
2026-02-04,google_paid_search,DMA_140_LOUISVILLE,179.3,9
2026-02-04,tiktok_ads,DMA_140_LOUISVILLE,82.71,5
2026-02-04,meta_paid_social,DMA_141_NEW_ORLEANS,242.45,15
2026-02-04,google_paid_search,DMA_141_NEW_ORLEANS,50.92,2
2026-02-04,tiktok_ads,DMA_141_NEW_ORLEANS,182.49,10
2026-02-04,meta_paid_social,DMA_142_BUFFALO,200.29,15
2026-02-04,google_paid_search,DMA_142_BUFFALO,96.47,5
2026-02-04,tiktok_ads,DMA_142_BUFFALO,173.96,10
2026-02-04,meta_paid_social,DMA_143_HARTFORD,251.9,16
2026-02-04,google_paid_search,DMA_143_HARTFORD,134.41,10
2026-02-04,tiktok_ads,DMA_143_HARTFORD,252.83,13
2026-02-04,meta_paid_social,DMA_144_PROVIDENCE,215.69,12
2026-02-04,google_paid_search,DMA_144_PROVIDENCE,182.36,15
2026-02-04,tiktok_ads,DMA_144_PROVIDENCE,172.01,11
2026-02-04,meta_paid_social,DMA_145_BIRMINGHAM,96.96,5
2026-02-04,google_paid_search,DMA_145_BIRMINGHAM,232.61,12
2026-02-04,tiktok_ads,DMA_145_BIRMINGHAM,136.29,9
2026-02-04,meta_paid_social,DMA_146_ROCHESTER,189.49,10
2026-02-04,google_paid_search,DMA_146_ROCHESTER,155.59,8
2026-02-04,tiktok_ads,DMA_146_ROCHESTER,97.58,6
2026-02-04,meta_paid_social,DMA_147_GREENVILLE,77.96,5
2026-02-04,google_paid_search,DMA_147_GREENVILLE,227.68,17
2026-02-04,tiktok_ads,DMA_147_GREENVILLE,222.26,11
2026-02-04,meta_paid_social,DMA_148_ALBUQUERQUE,136.01,8
2026-02-04,google_paid_search,DMA_148_ALBUQUERQUE,224.09,16
2026-02-04,tiktok_ads,DMA_148_ALBUQUERQUE,145.35,12
2026-02-04,meta_paid_social,DMA_149_TUCSON,100.46,5
2026-02-04,google_paid_search,DMA_149_TUCSON,68.4,4
2026-02-04,tiktok_ads,DMA_149_TUCSON,143.39,8
2026-02-05,meta_paid_social,DMA_100_SAN_FRANCISCO,260.94,13
2026-02-05,google_paid_search,DMA_100_SAN_FRANCISCO,140.87,12
2026-02-05,tiktok_ads,DMA_100_SAN_FRANCISCO,178.98,14
2026-02-05,meta_paid_social,DMA_101_NEW_YORK,277.19,19
2026-02-05,google_paid_search,DMA_101_NEW_YORK,127.73,7
2026-02-05,tiktok_ads,DMA_101_NEW_YORK,239.7,13
2026-02-05,meta_paid_social,DMA_102_CHICAGO,178.46,9
2026-02-05,google_paid_search,DMA_102_CHICAGO,150.61,8
2026-02-05,tiktok_ads,DMA_102_CHICAGO,256.65,15
2026-02-05,meta_paid_social,DMA_103_LOS_ANGELES,170.05,10
2026-02-05,google_paid_search,DMA_103_LOS_ANGELES,95.51,7
2026-02-05,tiktok_ads,DMA_103_LOS_ANGELES,85.03,5
2026-02-05,meta_paid_social,DMA_104_DALLAS,229.16,15
2026-02-05,google_paid_search,DMA_104_DALLAS,97.08,4
2026-02-05,tiktok_ads,DMA_104_DALLAS,204.32,15
2026-02-05,meta_paid_social,DMA_105_SEATTLE,273.12,14
2026-02-05,google_paid_search,DMA_105_SEATTLE,214.96,15
2026-02-05,tiktok_ads,DMA_105_SEATTLE,53.17,3
2026-02-05,meta_paid_social,DMA_106_AUSTIN,146.27,12
2026-02-05,google_paid_search,DMA_106_AUSTIN,144.09,12
2026-02-05,tiktok_ads,DMA_106_AUSTIN,233.06,13
2026-02-05,meta_paid_social,DMA_107_ATLANTA,167.1,13
2026-02-05,google_paid_search,DMA_107_ATLANTA,212.3,18
2026-02-05,tiktok_ads,DMA_107_ATLANTA,100.18,5
2026-02-05,meta_paid_social,DMA_108_BOSTON,284.26,19
2026-02-05,google_paid_search,DMA_108_BOSTON,207.26,12
2026-02-05,tiktok_ads,DMA_108_BOSTON,282.31,14
2026-02-05,meta_paid_social,DMA_109_DENVER,69.54,3
2026-02-05,google_paid_search,DMA_109_DENVER,260.72,13
2026-02-05,tiktok_ads,DMA_109_DENVER,172.49,8
2026-02-05,meta_paid_social,DMA_110_MIAMI,226.52,17
2026-02-05,google_paid_search,DMA_110_MIAMI,236.16,14
2026-02-05,tiktok_ads,DMA_110_MIAMI,179.14,12
2026-02-05,meta_paid_social,DMA_111_PHOENIX,176.35,13
2026-02-05,google_paid_search,DMA_111_PHOENIX,299.46,26
2026-02-05,tiktok_ads,DMA_111_PHOENIX,201.5,11
2026-02-05,meta_paid_social,DMA_112_PHILADELPHIA,224.8,12
2026-02-05,google_paid_search,DMA_112_PHILADELPHIA,296.15,18
2026-02-05,tiktok_ads,DMA_112_PHILADELPHIA,180.49,12
2026-02-05,meta_paid_social,DMA_113_SAN_DIEGO,54.51,2
2026-02-05,google_paid_search,DMA_113_SAN_DIEGO,128.38,8
2026-02-05,tiktok_ads,DMA_113_SAN_DIEGO,58.4,2
2026-02-05,meta_paid_social,DMA_114_SAN_JOSE,71.42,4
2026-02-05,google_paid_search,DMA_114_SAN_JOSE,156.09,8
2026-02-05,tiktok_ads,DMA_114_SAN_JOSE,88.35,5
2026-02-05,meta_paid_social,DMA_115_HOUSTON,129.71,7
2026-02-05,google_paid_search,DMA_115_HOUSTON,174.99,9
2026-02-05,tiktok_ads,DMA_115_HOUSTON,203.95,11
2026-02-05,meta_paid_social,DMA_116_DETROIT,94.56,5
2026-02-05,google_paid_search,DMA_116_DETROIT,59.75,2
2026-02-05,tiktok_ads,DMA_116_DETROIT,233.13,18
2026-02-05,meta_paid_social,DMA_117_MINNEAPOLIS,157.47,11
2026-02-05,google_paid_search,DMA_117_MINNEAPOLIS,183.85,15
2026-02-05,tiktok_ads,DMA_117_MINNEAPOLIS,293.37,25
2026-02-05,meta_paid_social,DMA_118_TAMPA,246.17,13
2026-02-05,google_paid_search,DMA_118_TAMPA,52.26,2
2026-02-05,tiktok_ads,DMA_118_TAMPA,96.49,5
2026-02-05,meta_paid_social,DMA_119_ORLANDO,82.41,3
2026-02-05,google_paid_search,DMA_119_ORLANDO,112.78,7
2026-02-05,tiktok_ads,DMA_119_ORLANDO,189.61,11
2026-02-05,meta_paid_social,DMA_120_BALTIMORE,122.9,10
2026-02-05,google_paid_search,DMA_120_BALTIMORE,264.16,14
2026-02-05,tiktok_ads,DMA_120_BALTIMORE,179.48,9
2026-02-05,meta_paid_social,DMA_121_CLEVELAND,220.85,17
2026-02-05,google_paid_search,DMA_121_CLEVELAND,189.25,12
2026-02-05,tiktok_ads,DMA_121_CLEVELAND,86.85,6
2026-02-05,meta_paid_social,DMA_122_SACRAMENTO,106.99,7
2026-02-05,google_paid_search,DMA_122_SACRAMENTO,239.85,16
2026-02-05,tiktok_ads,DMA_122_SACRAMENTO,166.77,9
2026-02-05,meta_paid_social,DMA_123_PITTSBURGH,140.63,8
2026-02-05,google_paid_search,DMA_123_PITTSBURGH,290.09,17
2026-02-05,tiktok_ads,DMA_123_PITTSBURGH,283.39,21
2026-02-05,meta_paid_social,DMA_124_PORTLAND,152.69,8
2026-02-05,google_paid_search,DMA_124_PORTLAND,206.5,10
2026-02-05,tiktok_ads,DMA_124_PORTLAND,117.38,7
2026-02-05,meta_paid_social,DMA_125_LAS_VEGAS,57.27,3
2026-02-05,google_paid_search,DMA_125_LAS_VEGAS,283.03,23
2026-02-05,tiktok_ads,DMA_125_LAS_VEGAS,252.36,14
2026-02-05,meta_paid_social,DMA_126_ST_LOUIS,190.1,13
2026-02-05,google_paid_search,DMA_126_ST_LOUIS,273.72,17
2026-02-05,tiktok_ads,DMA_126_ST_LOUIS,213.42,12
2026-02-05,meta_paid_social,DMA_127_CHARLOTTE,198.26,10
2026-02-05,google_paid_search,DMA_127_CHARLOTTE,268.03,14
2026-02-05,tiktok_ads,DMA_127_CHARLOTTE,290.42,24
2026-02-05,meta_paid_social,DMA_128_NASHVILLE,262.72,13
2026-02-05,google_paid_search,DMA_128_NASHVILLE,296.78,16
2026-02-05,tiktok_ads,DMA_128_NASHVILLE,176.53,9
2026-02-05,meta_paid_social,DMA_129_SALT_LAKE_CITY,180.47,10
2026-02-05,google_paid_search,DMA_129_SALT_LAKE_CITY,209.32,13
2026-02-05,tiktok_ads,DMA_129_SALT_LAKE_CITY,135.02,9
2026-02-05,meta_paid_social,DMA_130_COLUMBUS,105.41,6
2026-02-05,google_paid_search,DMA_130_COLUMBUS,226.34,16
2026-02-05,tiktok_ads,DMA_130_COLUMBUS,167.58,9
2026-02-05,meta_paid_social,DMA_131_INDIANAPOLIS,77.91,4
2026-02-05,google_paid_search,DMA_131_INDIANAPOLIS,187.54,9
2026-02-05,tiktok_ads,DMA_131_INDIANAPOLIS,63.36,4
2026-02-05,meta_paid_social,DMA_132_SAN_ANTONIO,176.0,14
2026-02-05,google_paid_search,DMA_132_SAN_ANTONIO,53.15,2
2026-02-05,tiktok_ads,DMA_132_SAN_ANTONIO,288.81,22
2026-02-05,meta_paid_social,DMA_133_KANSAS_CITY,287.5,20
2026-02-05,google_paid_search,DMA_133_KANSAS_CITY,62.14,4
2026-02-05,tiktok_ads,DMA_133_KANSAS_CITY,258.11,22
2026-02-05,meta_paid_social,DMA_134_CINCINNATI,81.98,4
2026-02-05,google_paid_search,DMA_134_CINCINNATI,125.33,6
2026-02-05,tiktok_ads,DMA_134_CINCINNATI,222.56,15
2026-02-05,meta_paid_social,DMA_135_MILWAUKEE,141.44,11
2026-02-05,google_paid_search,DMA_135_MILWAUKEE,50.62,4
2026-02-05,tiktok_ads,DMA_135_MILWAUKEE,156.72,13
2026-02-05,meta_paid_social,DMA_136_RALEIGH,150.45,7
2026-02-05,google_paid_search,DMA_136_RALEIGH,242.39,17
2026-02-05,tiktok_ads,DMA_136_RALEIGH,85.51,5
2026-02-05,meta_paid_social,DMA_137_OKLAHOMA_CITY,277.2,18
2026-02-05,google_paid_search,DMA_137_OKLAHOMA_CITY,201.83,13
2026-02-05,tiktok_ads,DMA_137_OKLAHOMA_CITY,187.11,9
2026-02-05,meta_paid_social,DMA_138_MEMPHIS,258.7,13
2026-02-05,google_paid_search,DMA_138_MEMPHIS,150.49,8
2026-02-05,tiktok_ads,DMA_138_MEMPHIS,121.12,6
2026-02-05,meta_paid_social,DMA_139_RICHMOND,247.26,16
2026-02-05,google_paid_search,DMA_139_RICHMOND,162.26,8
2026-02-05,tiktok_ads,DMA_139_RICHMOND,122.77,8
2026-02-05,meta_paid_social,DMA_140_LOUISVILLE,55.59,2
2026-02-05,google_paid_search,DMA_140_LOUISVILLE,90.59,4
2026-02-05,tiktok_ads,DMA_140_LOUISVILLE,67.28,5
2026-02-05,meta_paid_social,DMA_141_NEW_ORLEANS,167.29,15
2026-02-05,google_paid_search,DMA_141_NEW_ORLEANS,250.05,13
2026-02-05,tiktok_ads,DMA_141_NEW_ORLEANS,249.4,15
2026-02-05,meta_paid_social,DMA_142_BUFFALO,98.26,3
2026-02-05,google_paid_search,DMA_142_BUFFALO,188.09,12
2026-02-05,tiktok_ads,DMA_142_BUFFALO,75.3,3
2026-02-05,meta_paid_social,DMA_143_HARTFORD,79.86,4
2026-02-05,google_paid_search,DMA_143_HARTFORD,228.31,14
2026-02-05,tiktok_ads,DMA_143_HARTFORD,247.54,22
2026-02-05,meta_paid_social,DMA_144_PROVIDENCE,223.54,11
2026-02-05,google_paid_search,DMA_144_PROVIDENCE,56.46,2
2026-02-05,tiktok_ads,DMA_144_PROVIDENCE,233.7,14
2026-02-05,meta_paid_social,DMA_145_BIRMINGHAM,71.92,4
2026-02-05,google_paid_search,DMA_145_BIRMINGHAM,164.05,10
2026-02-05,tiktok_ads,DMA_145_BIRMINGHAM,254.72,15
2026-02-05,meta_paid_social,DMA_146_ROCHESTER,203.01,12
2026-02-05,google_paid_search,DMA_146_ROCHESTER,278.72,17
2026-02-05,tiktok_ads,DMA_146_ROCHESTER,108.4,6
2026-02-05,meta_paid_social,DMA_147_GREENVILLE,221.89,18
2026-02-05,google_paid_search,DMA_147_GREENVILLE,164.72,10
2026-02-05,tiktok_ads,DMA_147_GREENVILLE,105.3,6
2026-02-05,meta_paid_social,DMA_148_ALBUQUERQUE,154.36,8
2026-02-05,google_paid_search,DMA_148_ALBUQUERQUE,97.58,5
2026-02-05,tiktok_ads,DMA_148_ALBUQUERQUE,258.65,20
2026-02-05,meta_paid_social,DMA_149_TUCSON,87.65,4
2026-02-05,google_paid_search,DMA_149_TUCSON,214.41,14
2026-02-05,tiktok_ads,DMA_149_TUCSON,134.21,9
2026-02-06,meta_paid_social,DMA_100_SAN_FRANCISCO,213.31,15
2026-02-06,google_paid_search,DMA_100_SAN_FRANCISCO,93.24,6
2026-02-06,tiktok_ads,DMA_100_SAN_FRANCISCO,157.63,10
2026-02-06,meta_paid_social,DMA_101_NEW_YORK,81.97,4
2026-02-06,google_paid_search,DMA_101_NEW_YORK,220.47,18
2026-02-06,tiktok_ads,DMA_101_NEW_YORK,297.9,23
2026-02-06,meta_paid_social,DMA_102_CHICAGO,236.52,13
2026-02-06,google_paid_search,DMA_102_CHICAGO,240.62,18
2026-02-06,tiktok_ads,DMA_102_CHICAGO,233.55,16
2026-02-06,meta_paid_social,DMA_103_LOS_ANGELES,137.81,6
2026-02-06,google_paid_search,DMA_103_LOS_ANGELES,252.7,15
2026-02-06,tiktok_ads,DMA_103_LOS_ANGELES,226.72,13
2026-02-06,meta_paid_social,DMA_104_DALLAS,228.84,16
2026-02-06,google_paid_search,DMA_104_DALLAS,266.67,16
2026-02-06,tiktok_ads,DMA_104_DALLAS,166.92,12
2026-02-06,meta_paid_social,DMA_105_SEATTLE,244.39,19
2026-02-06,google_paid_search,DMA_105_SEATTLE,174.19,9
